P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
c,c,d,e,d,d,d,d,b,d,d,e,d,b,a,d,d,e,d,e,Ingeniería Industrial,4
d,d,b,d,d,d,d,e,a,d,c,b,d,a,d,a,d,b,a,d,Ingeniería Mecánica Eléctrica,5
d,c,a,e,c,e,e,e,d,b,a,a,e,c,b,d,d,b,b,d,Ingeniería Civil,5
d,d,d,d,d,d,c,a,a,e,d,e,d,a,c,c,d,d,a,b,Ingeniería Mecánica Eléctrica,5
d,d,d,d,d,b,a,d,b,c,d,d,d,a,e,c,b,d,d,d,Ingeniería Mecánica Eléctrica,5
b,d,a,d,b,d,c,d,d,d,d,a,b,b,e,b,a,b,a,a,Ingeniería de Software,5
b,d,b,b,b,b,e,b,d,d,e,d,e,c,e,e,d,d,e,d,Administración,5
d,b,e,a,d,d,d,d,e,a,d,b,a,b,d,c,d,e,d,b,Ingeniería Industrial,5
b,e,e,c,d,b,d,c,b,c,b,c,c,e,e,b,e,c,d,c,Ingeniería Industrial,5
b,b,d,d,c,e,c,b,b,c,d,d,e,b,b,b,e,c,c,b,Gestión y Dirección,5
d,d,d,d,d,d,e,b,b,d,d,d,c,a,b,d,c,b,d,d,Contaduría,4
c,b,d,c,e,b,a,e,d,c,c,e,e,b,d,d,d,c,c,d,Ingeniería Industrial,4
c,b,a,e,c,e,b,d,b,b,b,b,c,b,e,c,b,c,c,b,Ingeniería Mecatrónica,5
d,d,b,d,c,b,b,b,d,b,b,b,c,b,e,b,c,b,b,c,Ingeniería de Software,5
b,d,a,a,d,d,c,d,a,d,d,a,d,a,b,a,a,b,d,d,Ingeniería Mecatrónica,4
d,d,d,d,d,b,e,e,d,b,d,e,c,c,e,c,d,a,b,b,Ingeniería Mecatrónica,5
d,d,d,a,a,a,d,d,d,d,d,d,d,d,d,e,b,c,d,b,Contaduría,5
b,d,c,e,c,b,b,c,d,c,b,d,c,b,b,d,b,d,d,e,Ingeniería Mecatrónica,5
a,d,b,e,d,d,e,b,d,b,e,d,d,d,b,d,d,d,d,d,Administración,5
a,a,b,d,d,e,e,d,b,c,d,a,d,b,d,d,d,b,d,b,Ingeniería Mecatrónica,5
b,d,d,b,a,d,a,d,a,a,a,d,d,a,b,a,d,e,a,a,Administración,5
e,b,e,c,e,b,d,e,e,d,e,d,e,b,a,e,b,e,a,b,Gestión y Dirección,5
e,c,e,b,b,b,c,b,e,b,b,c,b,b,c,e,e,d,b,c,Gestión y Dirección,4
b,b,b,e,c,b,e,c,d,e,d,b,c,d,c,e,e,d,b,b,Ingeniería Mecatrónica,5
d,d,e,b,e,b,e,e,d,c,d,d,b,d,b,e,c,b,c,b,Contaduría,5
d,a,a,d,d,a,d,d,d,d,d,a,e,c,d,a,a,b,a,a,Ingeniería Mecánica Eléctrica,4
c,b,b,d,c,a,e,d,c,c,d,e,d,d,a,e,d,d,d,d,Ingeniería Civil,5
d,d,c,a,e,a,a,a,d,a,d,a,e,a,d,d,a,a,d,d,Ingeniería Mecánica Eléctrica,4
e,b,d,c,b,b,b,c,e,c,e,e,b,b,c,b,e,d,c,e,Gestión y Dirección,5
b,a,e,d,a,d,d,a,d,d,a,c,a,d,a,d,d,e,d,b,Administración,5
a,d,c,a,d,a,e,a,d,d,a,b,d,a,d,d,a,d,d,d,Ingeniería de Software,4
a,a,d,d,d,d,d,d,a,d,d,d,a,b,d,d,d,d,d,a,Contaduría,4
d,b,d,e,d,b,d,e,e,c,c,e,d,e,d,e,b,e,b,b,Ingeniería Industrial,5
d,d,b,d,d,a,d,d,d,a,d,a,d,a,d,d,a,b,a,a,Ingeniería Mecánica Eléctrica,5
d,c,d,b,e,e,c,d,d,d,c,d,d,d,e,b,b,a,a,d,Ingeniería Mecatrónica,5
b,d,e,c,b,d,a,d,b,d,d,d,d,d,d,d,e,e,d,b,Ingeniería Industrial,5
d,b,d,e,c,e,b,b,e,c,e,c,b,b,c,e,e,d,c,b,Ingeniería Mecánica Eléctrica,5
d,b,b,d,c,b,b,c,c,d,b,b,b,c,c,d,b,b,b,b,Ingeniería Mecánica Eléctrica,5
d,a,a,a,a,d,d,b,a,d,d,a,d,a,d,a,a,b,b,d,Ingeniería de Software,4
b,b,e,d,b,b,e,e,b,c,d,b,c,b,b,d,d,e,c,d,Ingeniería Industrial,5
d,b,c,d,a,b,a,d,c,b,d,a,d,b,b,d,a,b,e,d,Ingeniería Mecatrónica,5
b,e,d,d,b,e,b,e,e,b,c,d,c,c,d,e,c,b,d,d,Ingeniería Civil,4
e,b,a,b,e,e,e,b,e,c,e,e,d,c,e,d,d,d,d,e,Ingeniería Mecatrónica,5
b,b,b,d,d,b,c,b,b,b,d,b,c,c,c,b,b,b,b,b,Ingeniería Mecatrónica,5
d,c,d,e,a,d,e,d,c,d,e,d,e,c,d,e,d,d,a,b,Contaduría,5
d,a,c,d,a,a,d,e,d,a,c,d,a,d,d,d,a,d,a,d,Ingeniería Mecatrónica,5
c,b,d,d,d,d,c,d,b,b,e,c,c,b,b,e,e,d,c,c,Ingeniería Industrial,4
e,b,b,e,b,c,b,c,e,d,b,b,c,e,a,d,c,d,b,b,Gestión y Dirección,5
d,c,e,b,d,c,d,b,b,d,d,c,e,d,b,e,b,a,d,b,Ingeniería Industrial,5
b,d,c,d,b,c,b,e,d,b,e,b,b,c,a,c,d,b,d,b,Administración,4
d,d,b,d,c,b,e,b,d,d,c,b,c,b,a,c,d,b,b,d,Ingeniería Mecánica Eléctrica,5
d,b,d,b,d,b,d,b,b,a,e,d,e,b,b,c,b,e,d,c,Contaduría,5
c,d,e,a,e,a,e,d,b,d,e,d,a,b,d,d,d,c,d,d,Gestión y Dirección,5
e,e,b,b,b,b,b,b,e,e,b,e,b,d,b,d,c,b,b,b,Ingeniería Mecatrónica,4
d,d,d,a,a,e,d,d,b,d,a,c,a,a,d,a,d,c,a,d,Ingeniería Civil,5
b,b,d,c,d,b,e,b,b,a,c,d,d,b,b,a,e,e,d,c,Administración,4
d,d,d,b,d,a,d,a,d,d,a,d,d,a,d,c,a,b,d,a,Administración,5
d,d,d,e,d,d,d,d,d,c,b,d,e,d,d,d,b,b,b,a,Ingeniería Mecánica Eléctrica,5
b,b,a,d,d,d,c,e,b,b,d,d,d,d,c,b,d,b,b,d,Ingeniería Mecatrónica,5
e,d,b,e,b,b,c,b,c,b,c,d,b,b,b,b,c,d,b,b,Ingeniería Civil,5
d,d,d,a,a,d,a,d,d,d,a,b,a,a,d,a,c,c,e,d,Contaduría,5
b,b,d,d,c,e,d,d,e,d,b,b,b,b,d,e,c,d,d,d,Gestión y Dirección,5
a,d,a,a,b,d,c,a,d,d,d,b,e,d,a,c,a,b,e,a,Ingeniería de Software,4
d,a,b,e,d,b,a,b,d,d,c,a,e,c,e,c,d,a,b,d,Ingeniería de Software,4
a,b,b,d,d,a,a,d,a,d,d,a,d,c,d,e,d,d,d,a,Ingeniería Mecánica Eléctrica,4
d,a,a,d,a,d,e,a,d,e,d,b,d,b,a,a,d,a,d,a,Ingeniería de Software,5
d,d,d,b,a,d,a,a,d,d,a,d,a,d,b,a,b,c,a,b,Administración,4
b,d,d,b,a,e,d,d,d,c,d,d,a,d,b,d,d,e,c,e,Contaduría,5
d,a,c,b,a,d,d,d,a,a,a,c,a,d,b,a,a,d,a,b,Ingeniería Mecánica Eléctrica,5
b,c,e,d,d,d,d,d,e,d,d,c,d,e,a,c,e,e,d,d,Ingeniería Industrial,5
b,b,a,d,b,b,b,c,d,c,b,c,b,d,b,c,d,a,c,b,Ingeniería Mecatrónica,5
d,b,a,b,b,b,b,b,b,e,b,b,b,d,b,c,d,b,b,d,Ingeniería de Software,5
b,c,e,a,b,e,c,d,c,d,c,e,e,b,e,c,e,a,e,b,Contaduría,4
b,d,b,d,b,b,c,e,b,b,b,d,b,b,e,b,b,d,d,e,Ingeniería Civil,4
e,c,d,e,b,b,b,b,b,e,b,b,b,e,e,e,b,d,c,d,Ingeniería Civil,5
c,c,d,b,c,c,e,b,e,d,e,e,e,b,a,b,c,d,c,e,Contaduría,5
e,b,d,d,d,e,e,d,c,c,c,e,e,e,b,b,e,e,c,e,Ingeniería Industrial,5
c,b,e,d,a,e,d,e,b,d,d,d,d,e,b,d,b,e,a,d,Ingeniería Industrial,5
d,d,d,d,b,d,c,d,d,b,d,a,e,d,d,d,b,b,d,a,Ingeniería Civil,4
b,d,d,b,b,d,e,e,a,b,e,d,e,b,d,d,e,d,e,b,Gestión y Dirección,4
a,a,a,a,a,a,d,a,a,a,a,b,d,a,d,d,a,a,a,a,Ingeniería Mecatrónica,5
e,c,d,d,d,b,c,d,c,e,d,b,c,c,b,d,c,e,d,b,Administración,4
d,a,b,d,d,d,d,d,d,e,d,a,d,a,d,d,a,b,a,a,Ingeniería Mecatrónica,4
d,c,c,d,b,e,b,c,d,b,b,b,e,e,c,e,c,a,d,b,Ingeniería Mecánica Eléctrica,5
e,e,b,c,c,c,c,b,e,b,b,e,b,b,e,b,b,d,b,b,Contaduría,4
d,e,d,a,e,b,e,b,c,e,b,c,b,e,b,d,b,d,b,b,Gestión y Dirección,5
e,c,a,d,d,b,a,d,d,d,b,a,e,b,b,e,b,d,d,d,Administración,4
a,a,a,d,a,d,d,a,d,e,a,d,d,a,d,d,a,b,c,d,Ingeniería Mecánica Eléctrica,5
b,e,e,b,b,b,e,c,c,c,b,d,b,e,d,b,c,a,b,b,Ingeniería Industrial,5
a,b,b,a,a,b,c,b,a,d,e,d,d,a,b,d,d,b,b,a,Ingeniería de Software,5
d,d,d,a,d,a,d,d,a,a,d,d,d,e,a,d,b,d,a,d,Ingeniería Industrial,5
c,d,d,c,b,b,c,b,c,d,d,c,e,e,b,e,e,c,d,e,Gestión y Dirección,5
d,d,e,d,c,a,d,d,d,a,d,a,d,d,d,a,d,c,c,d,Administración,5
c,d,b,d,d,b,b,d,d,d,d,b,d,c,e,c,d,a,d,b,Ingeniería Mecánica Eléctrica,5
b,b,e,d,b,d,e,d,b,c,b,b,e,e,a,b,c,d,d,d,Gestión y Dirección,5
d,d,b,d,a,d,e,b,d,d,d,e,d,a,c,c,b,d,a,d,Administración,5
e,b,e,e,e,b,b,d,c,b,b,b,e,e,d,e,e,d,d,b,Gestión y Dirección,4
c,b,d,b,c,c,b,b,c,b,b,d,b,b,b,e,e,d,b,c,Contaduría,5
c,b,e,e,b,e,d,e,c,a,d,d,b,b,d,c,e,e,a,d,Ingeniería Industrial,4
a,d,a,d,e,d,b,d,b,d,b,a,c,a,e,c,d,b,d,b,Ingeniería de Software,4
b,c,c,d,d,e,e,d,b,c,d,b,a,e,a,c,d,d,d,d,Administración,4
e,a,d,d,b,c,d,b,b,b,b,d,b,d,e,c,b,d,d,e,Ingeniería Civil,5
c,e,d,b,c,b,b,b,e,b,b,d,b,e,c,b,e,d,c,c,Administración,4
d,c,e,d,e,d,d,a,d,d,d,d,c,c,d,d,d,d,a,d,Gestión y Dirección,5
d,b,d,d,e,e,d,e,b,d,d,c,d,c,d,b,d,b,b,d,Administración,5
b,d,e,d,d,d,d,c,e,a,a,b,d,d,a,a,d,a,d,d,Ingeniería Industrial,4
d,d,a,d,e,d,e,d,d,d,d,d,d,d,b,a,b,d,e,b,Ingeniería Mecatrónica,4
e,e,d,b,b,b,b,e,e,e,b,d,b,b,c,b,e,a,d,d,Administración,4
a,a,d,a,d,a,d,d,d,c,d,b,d,d,d,e,d,a,c,d,Ingeniería Mecatrónica,5
d,d,e,b,d,e,d,e,d,d,a,c,d,c,d,d,b,e,d,d,Ingeniería Industrial,4
b,e,b,b,b,b,b,b,d,d,d,d,b,c,e,b,c,a,d,e,Ingeniería Mecánica Eléctrica,5
d,d,d,d,d,d,d,b,d,d,e,d,e,d,d,c,d,a,d,d,Contaduría,4
a,b,d,c,b,e,b,e,d,b,b,b,b,d,b,c,e,b,b,d,Ingeniería Mecatrónica,5
b,b,b,c,b,b,c,d,b,b,b,d,c,b,e,e,d,a,b,e,Ingeniería Civil,4
d,b,a,a,b,d,b,d,d,c,c,a,b,d,d,c,d,b,b,d,Ingeniería de Software,5
c,b,d,b,c,d,c,c,c,b,b,a,d,d,d,b,c,d,b,e,Ingeniería Civil,4
b,b,d,b,d,b,d,d,e,a,d,c,d,d,c,d,d,e,e,b,Contaduría,4
c,e,e,b,b,e,c,c,c,c,b,c,b,e,e,b,e,d,d,d,Ingeniería Industrial,4
c,b,d,b,b,c,c,b,e,b,b,d,b,e,b,b,b,c,b,d,Administración,4
a,d,b,d,e,d,e,d,b,d,a,d,d,c,d,d,d,d,d,b,Ingeniería Civil,5
c,b,e,e,d,d,d,d,e,d,d,e,d,c,b,c,c,e,a,c,Ingeniería Industrial,4
b,b,d,b,b,e,e,b,e,c,e,d,c,e,e,b,c,d,a,c,Contaduría,4
b,c,e,e,d,b,e,b,d,d,c,c,d,d,b,c,b,c,e,c,Ingeniería Civil,5
d,e,b,d,d,e,b,d,e,d,d,d,c,b,c,e,b,a,a,b,Ingeniería Mecánica Eléctrica,5
d,d,c,d,d,c,d,b,b,d,c,e,c,a,d,c,d,d,d,e,Ingeniería Mecánica Eléctrica,5
e,b,e,d,d,d,a,d,c,b,e,b,c,b,b,b,d,d,c,d,Administración,5
d,d,b,d,c,d,e,e,b,d,c,b,b,d,b,d,d,b,d,d,Ingeniería de Software,5
b,d,b,e,c,c,e,c,b,b,c,d,e,c,e,d,c,d,b,e,Ingeniería Mecánica Eléctrica,5
b,d,b,d,e,d,a,b,a,d,d,b,e,c,e,d,d,e,d,d,Ingeniería de Software,5
d,b,d,b,d,e,d,d,d,e,b,b,c,b,a,b,b,a,c,d,Ingeniería Industrial,4
e,d,d,e,e,c,c,e,d,d,b,c,c,b,c,b,b,c,c,e,Gestión y Dirección,5
b,d,d,d,d,d,d,d,d,d,d,d,a,c,e,a,b,e,c,b,Ingeniería Civil,5
b,c,c,b,e,d,b,d,c,d,d,a,d,e,d,e,c,d,e,d,Contaduría,5
a,b,d,e,c,a,a,b,a,d,a,b,d,d,d,b,d,b,d,d,Ingeniería Civil,5
d,b,d,d,d,d,d,a,d,a,a,b,d,d,d,a,d,d,e,d,Gestión y Dirección,5
c,b,c,d,d,c,e,e,b,c,d,b,c,b,b,c,d,e,d,e,Ingeniería Civil,5
b,c,a,e,e,e,b,c,a,b,d,b,b,a,d,d,d,b,b,b,Ingeniería de Software,4
b,d,b,d,b,d,d,b,c,e,d,d,d,c,c,d,d,d,d,b,Ingeniería Mecatrónica,5
d,c,d,b,c,d,d,d,d,b,c,d,d,c,d,d,e,c,d,e,Contaduría,4
